what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436217897653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436217900585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436217900977
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1436217904823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436217906922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436217919593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436217922696
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.cleanAction",1436217922702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436217937274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436243200879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436243202677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436290910710
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1436290912997
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436290913172
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1436290917056
started,bundle,com.android.ide.eclipse.ddms,23.0.6.1720515,"com.android.ide.eclipse.ddms",1436290920857
started,bundle,com.android.ide.eclipse.traceview,23.0.6.1720515,"com.android.ide.eclipse.traceview",1436290921359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436290925330
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436291093008
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1436291094809
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1436291094904
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.BreakpointView",1436291095014
opened,view,com.android.ide.eclipse.ddms,23.0.6.1720515,"com.android.ide.eclipse.ddms.views.LogCatView",1436291095108
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1436291095167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436291096820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436291098809
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436291098818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436291106056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436291143561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436291145711
